,"Actual",,"Model"
"Time","Value","Time","Value"
22.55,74.95872,22.55,0.0
22.56,74.891754,22.56,0.0
22.57,74.86943,22.57,0.0
22.58,74.65746,22.58,0.0
22.59,74.58681,22.59,0.0
22.6,74.66552,22.6,0.0
22.609999,74.79402,22.609999,0.0
22.619999,74.73459,22.619999,0.0
22.63,74.91931,22.63,0.0
22.64,74.87862,22.64,0.0
22.65,74.86505,22.65,0.0
22.66,74.75827,22.66,0.0
22.67,74.72267,22.67,0.0
22.68,74.71081,22.68,0.0
22.689999,74.60459,22.689999,0.0
22.699999,74.67145,22.699999,0.0
22.71,74.796,22.71,0.0
22.72,74.93978,22.72,0.0
22.73,74.885445,22.73,0.0
22.74,74.76507,22.74,0.0
22.75,74.62267,22.75,0.0
22.76,74.57521,22.76,0.0
22.769999,74.66165,22.769999,0.0
22.779999,74.5882,22.779999,0.0
22.789999,74.665985,22.789999,0.0
22.8,74.89645,22.8,0.0
22.81,74.870995,22.81,0.0
22.82,74.86251,22.82,0.0
22.83,74.75742,22.83,0.0
22.84,71.96123,22.84,0.0
22.85,65.60909,22.85,0.0
22.859999,58.68524,22.859999,0.0
22.869999,52.082146,22.869999,0.0
22.88,46.19956,22.88,0.0
22.89,40.9662,22.89,0.0
22.9,36.15379,22.9,0.0
22.91,32.095284,22.91,0.0
22.92,28.390343,22.92,0.0
22.93,25.110054,22.93,0.0
22.939999,22.175846,22.939999,0.0
22.949999,19.766062,22.949999,0.0
22.96,17.735615,22.96,0.0
22.97,15.72935,22.97,0.0
22.98,13.833411,22.98,0.0
22.99,12.076511,22.99,0.0
23.0,10.57049,23.0,0.0
23.01,9.148093,23.01,0.0
23.019999,7.9581037,23.019999,0.0
23.029999,6.9478483,23.029999,0.0
23.039999,5.9975038,23.039999,0.0
23.05,5.1693954,23.05,0.0
23.06,4.3820324,23.06,0.0
23.07,3.8127816,23.07,0.0
23.08,3.2139697,23.08,0.0
23.09,2.7075696,23.09,0.0
23.1,2.2319734,23.1,0.0
23.109999,1.7666451,23.109999,0.0
23.119999,1.407005,23.119999,0.0
23.13,0.9803286,23.13,0.0
23.14,0.6335724,23.14,0.0
23.15,0.4157216,23.15,0.0
23.16,0.13857387,23.16,0.0
23.17,0.04619129,23.17,0.0
23.18,0.015397097,23.18,0.0
23.189999,0.005132366,23.189999,0.0
23.199999,0.0017107887,23.199999,0.0
23.21,5.702629E-4,23.21,0.0
23.22,1.9008764E-4,23.22,0.0
23.23,6.3362546E-5,23.23,0.0
23.24,2.112085E-5,23.24,0.0
23.25,7.0402834E-6,23.25,0.0
23.26,2.3467612E-6,23.26,0.0
23.269999,7.822538E-7,23.269999,0.0
23.279999,2.6075128E-7,23.279999,0.0
23.289999,8.69171E-8,23.289999,0.0
23.3,2.8972366E-8,23.3,0.0
23.31,9.657455E-9,23.31,0.0
23.32,3.2191518E-9,23.32,0.0
23.33,1.0730506E-9,23.33,0.0
23.34,3.5768355E-10,23.34,0.0
23.35,1.1922785E-10,23.35,0.0
23.359999,3.974262E-11,23.359999,0.0
23.369999,1.324754E-11,23.369999,0.0
23.38,4.415847E-12,23.38,0.0
23.39,1.4719491E-12,23.39,0.0
23.4,4.9064973E-13,23.4,0.0
23.41,1.6354992E-13,23.41,0.0
23.42,5.451664E-14,23.42,0.0
23.43,1.8172214E-14,23.43,0.0
23.439999,6.057405E-15,23.439999,0.0
23.449999,2.0191351E-15,23.449999,0.0
23.46,6.730451E-16,23.46,0.0
23.47,2.2434838E-16,23.47,0.0
23.48,7.478279E-17,23.48,0.0
23.49,2.4927597E-17,23.49,0.0
23.5,8.3092E-18,23.5,0.0
23.51,2.7697332E-18,23.51,0.0
23.519999,9.232444E-19,23.519999,0.0
23.529999,3.0774815E-19,23.529999,0.0
23.539999,1.0258272E-19,23.539999,0.0
23.55,3.419424E-20,23.55,0.0
23.56,1.139808E-20,23.56,0.0
23.57,3.79936E-21,23.57,0.0
23.58,1.2664534E-21,23.58,0.0
23.59,4.2215115E-22,23.59,0.0
23.6,1.4071706E-22,23.6,0.0
23.609999,4.6905688E-23,23.609999,0.0
23.619999,1.563523E-23,23.619999,0.0
23.63,5.2117433E-24,23.63,0.0
23.64,1.7372478E-24,23.64,0.0
23.65,5.7908263E-25,23.65,0.0
23.66,1.9302755E-25,23.66,0.0
23.67,6.4342515E-26,23.67,0.0
23.68,2.1447506E-26,23.68,0.0
23.689999,7.149169E-27,23.689999,0.0
23.699999,2.3830564E-27,23.699999,0.0
23.71,7.943521E-28,23.71,0.0
23.72,2.6478405E-28,23.72,0.0
23.73,8.826135E-29,23.73,0.0
23.74,2.9420452E-29,23.74,0.0
23.75,9.806817E-30,23.75,0.0
23.76,3.2689392E-30,23.76,0.0
23.769999,1.0896464E-30,23.769999,0.0
23.779999,3.6321548E-31,23.779999,0.0
23.789999,1.2107183E-31,23.789999,0.0
23.8,4.0357278E-32,23.8,0.0
23.81,1.3452426E-32,23.81,0.0
23.82,4.484142E-33,23.82,0.0
23.83,1.4947141E-33,23.83,0.0
23.84,4.9823806E-34,23.84,0.0
23.85,1.6607935E-34,23.85,0.0
23.859999,5.5359786E-35,23.859999,0.0
23.869999,1.8453262E-35,23.869999,0.0
23.88,6.151088E-36,23.88,0.0
23.89,2.0503627E-36,23.89,0.0
23.9,6.8345425E-37,23.9,0.0
23.91,2.2781808E-37,23.91,0.0
23.92,7.593936E-38,23.92,0.0
23.93,2.5313123E-38,23.93,0.0
23.939999,0.0,23.939999,0.0
23.949999,0.0,23.949999,0.0
23.96,0.0,23.96,0.0
23.97,0.0,23.97,0.0
23.98,0.0,23.98,0.0
23.99,0.0,23.99,0.0
24.0,0.0,24.0,0.0
24.01,0.0,24.01,0.0
24.019999,0.0,24.019999,0.0
24.029999,0.0,24.029999,0.0
24.039999,0.0,24.039999,0.0
24.05,0.0,24.05,0.0
24.06,0.0,24.06,0.0
24.07,0.0,24.07,0.0
24.08,0.0,24.08,0.0
24.09,2.7611659,24.09,0.0
24.1,8.999354,24.1,0.0
24.109999,15.578429,24.109999,0.0
24.119999,21.964334,24.119999,0.0
24.13,27.774525,24.13,0.0
24.14,32.779217,24.14,0.0
24.15,37.31088,24.15,0.0
24.16,41.378067,24.16,0.0
24.17,45.290432,24.17,0.0
24.18,48.639862,24.18,0.0
24.189999,51.597115,24.189999,0.0
24.199999,54.219112,24.199999,0.0
24.21,56.627094,24.21,0.0
24.22,58.656937,24.22,0.0
24.23,60.25394,24.23,0.0
24.24,61.6044,24.24,0.0
24.25,62.77041,24.25,0.0
24.26,63.977203,24.26,0.0
24.269999,65.09532,24.269999,0.0
24.279999,66.18389,24.279999,0.0
24.289999,67.16034,24.289999,0.0
24.3,68.09942,24.3,0.0
24.31,68.92377,24.31,0.0
24.32,69.50535,24.32,0.0
24.33,70.006004,24.33,0.0
24.34,70.37742,24.34,0.0
24.35,70.70576,24.35,0.0
24.359999,71.01973,24.359999,0.0
24.369999,71.43119,24.369999,0.0
24.38,71.87514,24.38,0.0
24.39,72.32991,24.39,0.0
24.4,72.58377,24.4,0.0
24.41,72.77066,24.41,0.0
24.42,72.832954,24.42,0.0
24.43,72.955986,24.43,0.0
24.439999,73.09926,24.439999,0.0
24.449999,73.24928,24.449999,0.0
24.46,73.40156,24.46,0.0
24.47,73.656845,24.47,0.0
24.48,73.94647,24.48,0.0
24.49,73.94074,24.49,0.0
24.5,74.04111,24.5,0.0
24.51,74.07456,24.51,0.0
24.519999,74.08571,24.519999,0.0
24.529999,74.19169,24.529999,0.0
24.539999,74.22702,24.539999,0.0
24.55,74.23879,24.55,0.0
24.56,74.344986,24.56,0.0
24.57,74.38038,24.57,0.0
24.58,74.494446,24.58,0.0
24.59,74.4302,24.59,0.0
24.6,74.40878,24.6,0.0
24.609999,74.40165,24.609999,0.0
24.619999,74.39927,24.619999,0.0
24.63,74.398476,24.63,0.0
24.64,74.50048,24.64,0.0
24.65,74.63674,24.65,0.0
24.66,74.68217,24.66,0.0
24.67,74.59504,24.67,0.0
24.68,74.46373,24.68,0.0
24.689999,74.52223,24.689999,0.0
24.699999,74.54173,24.699999,0.0
24.71,74.54823,24.71,0.0
24.72,74.652664,24.72,0.0
24.73,74.789734,24.73,0.0
24.74,74.83543,24.74,0.0
24.75,74.74839,24.75,0.0
24.76,74.61712,24.76,0.0
24.769999,74.67562,24.769999,0.0
24.779999,74.59286,24.779999,0.0
24.789999,74.667534,24.789999,0.0
24.8,74.69243,24.8,0.0
24.81,74.80299,24.81,0.0
24.82,74.942116,24.82,0.0
24.83,74.88622,24.83,0.0
24.84,74.76533,24.84,0.0
24.85,74.72503,24.85,0.0
24.859999,74.71159,24.859999,0.0
24.869999,74.707115,24.869999,0.0
24.88,74.603355,24.88,0.0
24.89,74.7733,24.89,0.0
